AREA_ACRES,AREA_SQKM,STATES,HUC_10,HU_10_NAME,HU_10_MOD,HU_10_TYPE,VERTICES,Shape_Length,Shape_Area
106773.433,433.0197564,CO,1401000303,Middle Eagle River,NM,S,73,1.008116878,0.045416791
46207.734,186.9940905,CO,1401000402,Castle Creek,NM,S,45,0.684045837,0.019461475
92591.347,374.6648545,CO,1402000306,Lower Tomichi Creek,NM,S,78,1.07821371,0.038688632
66562.766,269.5575904,CO,1402000508,Outlet Gunnison River,NM,S,51,0.875884536,0.028016573
178215.023,720.9032073,CO,1403000202,Headwaters Dolores River,NM,S,98,1.587137771,0.073598607
173112.587,702.5120457,"CO,UT",1403000404,John Brown Creek-Lower Dolores River,"CD,GC",S,102,1.62505683,0.072619911
114018.715,460.7679923,CO,1401000109,Sheephorn Creek-Colorado River,NM,S,82,1.111889949,0.048564105
42912.093,173.0383963,CO,1401000111,Cabin Creek,NM,S,40,0.585380871,0.018236187
31249.749,127.5555044,CO,1401000114,Deep Creek,NM,S,54,0.734549392,0.013399824
49766.358,200.9905856,CO,1401000202,Snake River,NM,S,46,0.735780818,0.02107658
59441.756,240.2334567,CO,1401000203,Tenmile Creek,NM,S,54,0.816405146,0.025151132
84623.861,341.3680592,"CO,UT",1403000211,West Paradox Creek-Dolores River,NM,S,70,1.287459159,0.035175952
148691.16,601.6329093,CO,1403000303,Beaver-Mckenzie Creeks-San Miguel River,NM,S,114,1.586775954,0.06174674
114153.487,462.2545207,CO,1403000305,Dry Creek,NM,S,75,1.291578058,0.047465574
25739.289,103.9714718,CO,1301000107,Willow Creek,NM,S,36,0.513993923,0.010652248
36212.523,146.7924024,CO,1301000108,Bellows Creek,NM,S,40,0.648851788,0.015027363
78023.008,316.5356223,CO,1301000302,Headwaters San Luis Creek,NM,S,62,0.818994564,0.032619015
69447.775,281.5964239,CO,1018000107,Pinkham Creek-North Platte River,RS,S,87,1.228562606,0.030071259
180240.338,729.3214642,"CO,WY",1018000205,Encampment River,IT,S,135,1.936525511,0.078141027
25744.397,104.1951694,CO,1301000104,Trout Creek,NM,S,39,0.573580777,0.010636826
25369.196,102.9367016,CO,1301000105,Red Mountain Creek,RS,S,30,0.523262637,0.010507435
187848.923,760.4995634,CO,1301000304,San Isabel Creek-San Luis Creek,NM,S,76,1.273671049,0.07803186
85311.355,345.680232,CO,1301000501,Conejos River Headwaters,NM,S,72,0.97190431,0.035121719
70659.586,285.4136405,CO,1104000402,Lone Rock Draw,NM,S,66,1.204396854,0.029017843
182722.04,738.7614366,"CO,KS",1104000404,Lower Sand Arroyo Creek,NM,S,89,1.460544921,0.075207932
91309.782,368.8818213,"CO,KS",1104000503,Beaty Creek-Bear Creek,NM,S,80,1.481473152,0.037623558
220132.903,891.4352786,"CO,KS",1104000505,Little Bear Creek,NM,S,109,2.152728407,0.091054182
72127.256,292.3701598,CO,1019000703,Gordon Creek-Cache La Poudre River,NM,S,106,1.260432312,0.03115331
206715.889,836.7457466,CO,1019001102,West Bijou Creek,NM,S,151,2.224166659,0.08751037
166577.519,672.5482596,CO,1019001104,Muddy Creek,NM,S,118,1.616172097,0.0707363
120944.697,489.2780522,CO,1019001105,Bijou Creek,NM,S,139,1.896148658,0.051624136
212831.715,860.3830858,CO,1025000101,Headwaters Arikaree River,NM,S,139,1.834684693,0.089954995
218338.188,884.6878424,CO,1025000206,Jack Creek-Snyder Lake,NM,S,171,2.214468003,0.093151283
241977.324,979.1498806,CO,1019001304,Lower Beaver Creek,NM,S,116,1.827519242,0.103361166
83137.087,337.9743662,CO,1019001401,North Pawnee Creek,NM,S,72,1.10289531,0.036070364
108846.635,440.1419708,CO,1019001404,Outlet Pawnee Creek,NM,S,122,1.494929343,0.046835192
352153.659,1423.858236,"CO,NE",1025000502,Upper Frenchman Creek,RS,S,215,3.095178102,0.151417911
107370.85,433.9760573,CO,1026000201,Headwaters North Fork Smoky Hill River,NM,S,68,1.099976363,0.045152279
176565.483,716.1610237,"CO,KS",1026000202,Sandy Creek-North Fork Smoky Hill River,NM,S,111,1.611723324,0.074604771
67740.082,275.0076902,CO,1102000101,Lake Creek,NM,S,70,0.979181308,0.028622186
151348.302,612.2540172,CO,1102000104,Clear Creek-Arkansas River,NM,S,94,1.500982107,0.063634436
57177.441,232.5497046,CO,1102000105,Chalk Creek,NM,S,59,0.958265787,0.024079884
136485.291,551.7009973,CO,1102000106,South Arkansas River,"TF,ID,IT",S,89,1.268740433,0.056968824
230268.269,931.6038455,CO,1102000107,Trout Creek-Arkansas River,NM,S,117,1.982717547,0.096470552
135017.004,548.1803742,CO,1102000108,Badger Creek,NM,S,89,1.232594497,0.056735315
74137.754,300.2852459,CO,1102000110,Texas Creek,NM,S,69,0.987392996,0.030908462
226311.264,916.8779782,CO,1102000112,Headwaters Grape Creek,NM,S,99,1.510495691,0.094108817
151042.255,611.0195355,CO,1102000507,Dye Reservoir-Arkansas River,NM,S,84,1.418536227,0.062727622
157028.065,635.401068,CO,1102000602,Upper Huerfano River,NM,S,89,1.349009764,0.065013555
145653.098,590.7418853,CO,1102000704,Lower Apishapa River,NM,S,95,1.576757341,0.060541672
172194.58,696.2461798,CO,1102000907,John Martin Reservoir,NM,S,102,1.621483103,0.071550936
119362.141,483.4050749,CO,1102000917,Granada Creek-Arkansas River,NM,S,83,1.426151122,0.04962592
43511.722,175.546437,"CO,KS",1102000919,Cheyenne Creek-Arkansas River,NM,S,48,0.853966913,0.018022521
98851.53,400.2414463,"CO,NM",1102001002,Lorencito Canyon-Purgatorie River,NM,S,91,1.239785034,0.040571957
181856.477,734.2860177,CO,1102001017,Smith Canyon,NM,S,98,1.598543748,0.074785985
100329.167,406.0389909,CO,1102001103,Barron Creek-Big Sandy Creek,NM,S,72,1.00637305,0.042335538
144700.122,584.6045261,CO,1102001205,Middle Rush Creek,NM,S,96,1.345526688,0.060534006
76912.087,311.161067,CO,1102001303,Plum Creek,NM,S,57,0.942863924,0.03184984
119566.874,483.1156043,CO,1019000302,Sand Creek,TF,S,90,1.329387388,0.05069496
120699.85,488.7370963,CO,1019000311,Greasewood Draw-South Platte River,NM,S,125,1.560764973,0.051783889
90863.124,367.7721086,CO,1019000404,Lower Clear Creek,"TF,RS",S,118,1.709412891,0.038654312
188548.982,762.3306495,"CO,KS,OK",1104000205,Mitchell Draw-Cimarron River,NM,S,93,1.529166395,0.077220072
79610.466,322.3696279,CO,1019000502,North Saint Vrain Creek,NM,S,77,1.095214855,0.03410827
85828.778,346.9297695,CO,1019000505,South Boulder Creek,"RS,DM,TF",S,102,1.462885416,0.036549147
122091.389,493.9516099,CO,1019000602,Headwaters Big Thompson River,NM,S,103,1.348341999,0.052378359
92589.34,375.5121749,CO,1019000603,Buckhorn Creek,NM,S,65,1.046068398,0.039917367
158387.836,643.4449488,CO,1402000405,Outlet North Fork Gunnison River,NM,S,75,1.269337953,0.066769784
249008.278,1005.840461,CO,1402000501,Tongue Creek-Gunnison River,"RS,GC,IT",S,98,1.558685255,0.104418595
119387.297,484.0832788,CO,1402000505,Alkali Creek-Gunnison River,NM,S,97,1.587706839,0.050181226
69100.904,279.8954365,CO,1402000601,Cow Creek,RS,S,65,0.977407113,0.028770569
118551.715,479.8304283,"CO,UT",1403000207,Summit Canyon-Dolores River,NM,S,92,1.348627786,0.049240791
96817.819,392.2074961,CO,1403000306,Tabeguache Creek,NM,S,69,1.222247631,0.040445326
105884.593,428.8024174,"CO,UT",1403000406,Granite Creek-Lower Dolores River,"ID,IT,CD",S,86,1.209902491,0.04444748
184572.236,745.2370121,"CO,UT",1404010610,Conway Draw-Green River,OT,S,128,1.847655605,0.079403169
72351.244,292.5221532,CO,1405000108,South Fork Williams Fork,NM,S,50,0.805112246,0.030942102
246505.211,997.9284239,"CO,WY",1405000301,Little Snake River-Battle Creek,IT,S,135,1.869802147,0.10679357
56888.798,230.4760884,CO,1408010114,Middle Los Pinos River,NM,S,58,0.994211912,0.023428343
46790.995,189.1444487,CO,1408010203,Devil Creek,NM,S,54,0.809459418,0.019222222
75180.757,303.1921415,CO,1408010408,Outlet Florida River,NM,S,71,0.995734837,0.030766839
90682.412,368.0398608,"CO,NM",1408010504,Shumway Arroyo,GC,S,63,0.910398789,0.037195826
139818.532,567.7471254,NM,1408010505,Ojo Amarillo Canyon-San Juan River,"GC,UA",S,122,1.876580731,0.057254861
90648.536,367.5234793,CO,1401000101,Willow Creek,NM,S,66,1.070866534,0.038901718
25629.049,103.7931467,CO,1401000204,Dillon Reservoir,DM,S,49,0.74704389,0.010881396
159030.466,644.9577708,CO,1401000205,Middle Blue River,NM,S,76,1.343830356,0.067777435
114692.295,463.9606301,CO,1401000502,Elk Creek,NM,S,75,1.006416199,0.04873151
95237.32,385.4580387,CO,1401000507,Cache Creek-Colorado River,NM,S,59,0.907885235,0.040347535
185217.182,751.7526481,CO,1402000102,East River,NM,S,92,1.458807921,0.078036709
131986.394,535.1054633,CO,1402000201,Ohio Creek,NM,S,85,1.312604444,0.05541684
127387.751,514.4379317,CO,1402000207,Soap Creek-Blue Mesa Reservoir,RS,S,80,1.247408198,0.053181799
119369.457,480.9435774,CO,1402000304,Middle Tomichi Creek,NM,S,84,1.20227515,0.04962868
184372.555,746.7629153,CO,1102000204,Eightmile Creek-Arkansas River,NM,S,159,2.160448971,0.077028152
122391.61,495.9390176,CO,1102000208,Pueblo Reservoir-Arkansas River,NM,S,74,1.074413345,0.051014183
76563.352,310.0207837,CO,1102000607,Lower Cucharas River,NM,S,75,0.997683156,0.031702058
203803.447,827.4063237,"CO,WY",1018001004,Laramie River-Harney Creek,IT,S,121,1.980469375,0.088793001
220733.158,896.0008547,CO,1102000802,Upper Horse Creek,NM,S,102,1.998858065,0.092949234
106881.633,432.6779786,CO,1102000904,Muddy Creek,NM,S,70,1.05228283,0.044167354
75596.79,307.3035631,CO,1102000906,Outlet Rule Creek,NM,S,50,0.890024652,0.031481452
98672.089,399.3819031,CO,1102001106,Aroya Gulch-Big Sandy Creek,NM,S,84,1.338613527,0.041445895
173039.936,699.784243,CO,1102001202,South Rush Creek,NM,S,118,1.792426201,0.072692378
257055.537,1041.476147,CO,1019000102,South Fork South Platte River,NM,S,123,2.059406058,0.108309604
149109.077,603.4104734,CO,1019000202,Headwaters North Fork South Platte River,NM,S,100,1.474368808,0.063150471
83584.742,337.6346945,CO,1019000205,East Plum Creek,NM,S,101,1.310360409,0.035238891
170687.055,690.9621684,CO,1019000507,Boulder Creek-Saint Vrain Creek,"RS,LE,TF",S,96,1.771592981,0.073046013
135509.007,546.6824451,CO,1019000606,Outlet Big Thompson River,"RS,LE",S,102,1.764196127,0.05798731
108312.407,438.3663974,"CO,WY",1019000801,Upper Lone Tree Creek,NM,S,81,1.455076845,0.046942515
131419.171,530.0520442,CO,1025000105,1025000105,NM,S,200,2.393835893,0.055754146
65580.893,265.2601023,CO,1025000106,Black Wolf Creek,NM,S,80,0.967516441,0.027941128
99227.098,400.488747,"CO,WY",1019000802,Spring Creek-Lone Tree Creek,NM,S,83,1.548177036,0.042720287
68512.304,277.4019922,CO,1019000906,Outlet Coal Creek,NM,S,66,0.945122882,0.029483818
206627.988,835.0395918,CO,1019001101,East Bijou Creek,NM,S,149,2.080805168,0.087276938
88849.942,359.4666025,CO,1025000203,Coyote Creek,NM,S,77,1.176402624,0.038161204
188731.654,762.6918203,"CO,NE",1025000209,Rush Creek-North Fork Republican River,NM,S,189,2.182448117,0.08066142
246471.376,999.0514756,"CO,NE",1025000210,Bushong Peak-Buffalo Creek,NM,S,214,2.837618365,0.105879126
224045.247,907.85212,CO,1019001206,Camp Creek-South Platte River,"TF,GC",M,143,1.928432555,0.096158706
105791.125,426.5335728,"CO,NE",1025000604,1025000604,NM,S,143,2.168143379,0.045506226
148754.24,602.3040286,"CO,NE",1019001702,Sidney Draw,NM,S,202,2.492364179,0.064452433
87995.995,355.6409649,"CO,NE,WY",1019001703,1019001703,NM,S,112,1.44578844,0.038114209
270235.6,1092.878612,"CO,KS",1104000502,Horse Creek-Bear Creek,NM,S,80,1.954612341,0.111390003
111536.718,451.9909927,NE,1019001802,Dry Creek-South Platte River,NM,S,89,1.438427544,0.04848988
154529.035,624.8991205,"CO,NE",1019001803,Brule Canyon-South Platte River,NM,S,91,1.341918969,0.066977458
126425.378,511.0862915,CO,1018000105,Michigan River,"RS,GC",S,104,1.693064848,0.054366505
128534.31,521.1531316,"CO,WY",1018000203,Big Creek,IT,S,101,1.272772802,0.055796121
186710.992,754.4240327,CO,1102000114,Royal Gorge-Arkansas River,NM,S,134,1.920461617,0.077849905
104253.788,422.1641941,CO,1102000201,Headwaters Four Mile Creek,NM,S,90,1.247616519,0.043789828
182940.266,739.3407317,"CO,WY",1018001001,Laramie River-Grace Creek,IT,S,100,1.479017866,0.078915673
129037.247,522.058094,CO,1402000606,Lower Uncompahgre River,NM,S,112,1.840371214,0.053916592
130611.038,528.282443,"CO,UT",1403000103,Little Dolores River,"PD,ID,CD",S,89,1.338727813,0.054910069
111262.214,450.6356519,CO,1403000204,Plateau Creek,NM,S,74,1.125395055,0.046033692
150201.426,607.2207659,CO,1405000203,Lay Creek,NM,S,91,1.262601124,0.064618489
212061.311,858.6893983,CO,1405000205,Spring Creek-Yampa River,NM,S,113,1.728526929,0.091291746
165351.32,670.2098264,WY,1405000307,Lower Sand Creek,NM,S,122,1.716953319,0.071934903
219175.892,887.4904695,CO,1405000601,Headwaters Piceance Creek,NM,S,140,1.664063654,0.093276095
57067.076,231.5526137,CO,1408010102,West Fork San Juan River,NM,S,50,0.745222133,0.023588603
87241.407,354.1463451,CO,1408010111,Upper Los Pinos River,NM,S,72,1.083100162,0.036107721
143247.152,580.6106538,"CO,NM",1408010115,Lower Los Pinos River,RS,S,120,1.643207791,0.058842091
97981.181,396.1893501,CO,1408010201,Upper Piedra River,NM,S,74,1.045887222,0.040371513
138014.798,557.7354103,CO,1408010202,Middle Piedra River,NM,S,80,1.259804559,0.056776176
90457.174,367.0063771,CO,1408010405,Lake Electra-Animas River,NM,S,76,1.137061488,0.03738647
73720.651,298.6401165,CO,1408010406,Lightner Creek-Animas River,NM,S,57,0.851530208,0.030363075
66272.804,268.6748084,CO,1408010407,Headwaters Florida River,NM,S,65,0.909966433,0.027356915
188800.514,762.982071,CO,1403000301,Upper San Miguel River,NM,S,110,1.516492071,0.078208882
194265.598,787.5455143,CO,1403000304,Naturita Creek,NM,S,82,1.291596412,0.080857301
112647.267,454.2155264,CO,1403000403,West Creek,GC,S,85,1.160763528,0.047075879
159527.152,646.1076648,"CO,UT",1408020202,Yellow Jacket Canyon,NM,S,86,1.323973772,0.065812245
97695.424,395.1316043,"CO,UT",1408020203,Middle McElmo Creek,NM,S,83,1.272804757,0.040169514
76983.203,311.1756697,"CO,UT",1408020204,Lower McElmo Creek,NM,S,68,1.10372361,0.031619165
182402.88,738.4626849,UT,1408020301,Vega Creek-Montezuma Creek,"ID,IT,CD,OT",S,95,1.408725248,0.075562284
46155.977,186.2162598,CO,1401000112,Derby Creek,NM,S,51,0.796189656,0.019617067
94270.895,381.6605604,CO,1401000304,Brush Creek,NM,S,79,1.05458865,0.039989563
111047.131,450.1172898,"CO,UT",1408020302,Coal Bed Canyon,OT,S,105,1.445239237,0.046053769
206420.699,835.0855087,"CO,UT",1408020304,Cross Canyon,"IT,CD",S,119,1.780217675,0.085197006
231809.304,937.3645306,CO,1401000407,Cyrstal River,NM,S,121,1.732941729,0.09774823
154404.019,622.9256123,CO,1401000510,Kimball Creek-Roan Creek,NM,S,97,1.387961976,0.065153204
192488.589,780.3928262,CO,1401000513,Big Creek-Plateau Creek,NM,S,109,1.530188987,0.081332268
132585.795,537.1518056,"CO,UT",1401000517,West Salt Creek,NM,S,98,1.349377485,0.056198407
147508.231,597.1881262,CO,1401000518,East Salt Creek,NM,S,92,1.344494343,0.062475539
305597.464,1235.75253,CO,1402000101,Taylor River,NM,S,131,1.928383124,0.128191213
81645.489,331.1492978,CO,1402000211,Black Canyon of the Gunnison,NM,S,75,1.015751708,0.03423972
89155.864,361.1162734,CO,1402000303,Quartz Creek,NM,S,65,1.043452815,0.037348401
177905.628,720.3225928,CO,1402000602,Upper Uncompahgre River,RS,S,99,1.398366033,0.073961111
142242.183,576.9388894,CO,1402000604,Happy Canyon Creek-Uncompahgre River,NM,S,88,1.464746147,0.059488749
165458.242,669.7450424,CO,1405000107,Fortification Creek,NM,S,88,1.248805006,0.071347409
103260.764,416.5901505,CO,1301000101,Headwaters Rio Grande,NM,S,72,0.972934366,0.042589681
117103.881,473.8406036,CO,1301000205,Headwaters Sangre de Cristo Creek,NM,S,78,1.1232378,0.04828786
114373.975,462.9531893,CO,1301000305,Deadman Creek-San Luis Creek,NM,S,69,1.623327643,0.047382958
204595.816,828.610017,"CO,NM",1108000103,Headwaters Vermejo River,NM,S,105,1.572926895,0.083768176
227293.94,919.5209646,CO,1019000304,Big Dry Creek-South Platte River,"TF,RS",S,113,1.975668437,0.096832936
107455.617,435.2158163,CO,1019000305,Beebe Seep Canal,IT,S,82,1.185762936,0.045973661
154116.396,623.0473303,CO,1019000306,Little Dry Creek-South Platte River,NM,S,131,1.972146641,0.065949549
79413.777,320.8285305,CO,1019000506,Coal Creek-Boulder Creek,"RS,DM,TF",S,87,1.39927075,0.033827405
171472.026,694.5009047,CO,1019000702,Headwaters Cache La Poudre River,NM,S,133,1.796064823,0.073904874
55769.302,225.7152828,CO,1019000706,Lone Pine Creek,NM,S,105,1.210608454,0.024082779
124074.471,501.5641609,CO,1019000708,Horsetooth Reservoir-Cache La Poudre River,NM,S,94,1.390188094,0.05341694
53903.92,218.9742769,CO,1019000904,Coal Creek,NM,S,70,1.104160048,0.023341404
76500.271,309.5890742,CO,1019001001,Upper Kiowa Creek,NM,S,80,1.050020189,0.032277217
109790.317,444.933314,CO,1019001403,Spring Creek-Pawnee Creek,NM,S,87,1.185959694,0.047465974
109723.903,443.2974579,CO,1019000312,Cottonwood Draw-South Platte River,RS,S,75,1.059821156,0.047013181
120405.498,488.3852399,CO,1019000402,Middle Clear Creek,NM,S,86,1.180701268,0.051328987
58614.911,237.2346054,CO,1019000403,Ralston Creek,NM,S,66,1.083273414,0.024960828
107394.405,435.0748386,CO,1019000504,Headwaters Boulder Creek,RS,S,81,1.254928266,0.045890336
137750.708,557.0229867,CO,1018000103,Headwaters North Platte River,NM,S,83,1.162392353,0.059277966
135820.65,548.7839661,CO,1301000111,South Fork Rio Grande,NM,S,79,1.118770201,0.055955987
223493.661,903.5469082,CO,1301000202,Rock Creek,NM,S,66,1.506911491,0.091999083
201327.155,814.5573155,CO,1301000206,Trinchera Creek-Sangre de Cristo Creek,NM,S,118,2.067595262,0.082859171
130559.78,528.1935196,CO,1301000209,Headwaters Culebra Creek,NM,S,69,1.018525021,0.053590384
161587.636,656.3194338,"CO,NM",1301000211,Punche Arroyo-Rio Grande,NM,S,120,2.09435971,0.066524135
65448.028,265.5501821,CO,1301000303,Garner Creek-San Luis Creek,NM,S,46,0.862419752,0.027313574
177859.848,719.3055726,CO,1401000115,Big Alkali Creek-Colorado River,NM,S,147,2.206400696,0.075672533
102305.084,413.9150288,CO,1401000116,Glenwood Canyon-Colorado River,NM,S,100,1.311078353,0.043413261
64433.165,261.6716994,CO,1401000206,Lower Blue River,NM,S,57,0.778266737,0.027569555
83100.022,336.1859858,CO,1402000202,South Beaver Creek-Gunnison River,RS,W,111,1.40971482,0.03469981
149430.68,603.8205453,CO,1402000403,Anthracite Creek,NM,S,81,1.238047553,0.062672843
163047.713,658.9138606,CO,1402000404,Hubbard Creek-North Fork Gunnison River,NM,S,88,1.434358403,0.068458521
106022.639,429.1672532,CO,1402000504,Dominguez Creek,NM,S,70,1.146129143,0.044448518
97619.856,394.8631496,CO,1401000401,Upper Roaring Fork River,NM,S,72,0.935508021,0.041134357
120907.192,489.1490096,CO,1401000511,Buzzard Creek,NM,S,80,1.315118841,0.051050308
71239.756,289.332091,CO,1401000512,Vega Reservoir-Plateau Creek,NM,S,55,0.885259982,0.030154633
225759.963,913.7407772,CO,1401000514,Jerry Creek-Colorado River,NM,S,148,2.046033877,0.095383189
64198.315,259.3551718,CO,1402000603,Middle Uncompahgre River,NM,S,53,0.953690041,0.026713032
130875.408,530.890001,CO,1402000605,Dry Creek,NM,S,64,1.213677415,0.054796329
193605.179,784.3746827,CO,1401000102,Fraser River,NM,S,95,1.356308108,0.082668432
148316.552,600.230357,CO,1401000104,Williams Fork,NM,S,91,1.474860469,0.063180591
193108.115,780.210812,"CO,KS",1104000303,Dermot Cemetery-North Fork Cimmaron River,NM,S,140,2.588788207,0.079310819
150930.692,611.7212049,CO,1104000401,Headwaters Sand Arroyo Creek,NM,S,83,1.50272821,0.062130502
83140.514,336.1159772,"CO,KS",1104000403,Middle Sand Arroyo Creek,NM,S,60,1.2298934,0.034182304
275922.139,1117.449428,"CO,KS,NE",1025000211,Rock Creek-Republican River,NM,S,261,2.958870698,0.118126443
140384.068,569.3548309,CO,1025000304,Hell Creek,NM,S,146,1.802379634,0.059610004
177204.603,714.475951,CO,1025000307,Landsman Creek,NM,S,143,2.02288253,0.074597224
86857.762,351.151416,"CO,NE",1025000602,Sand Creek,NM,S,106,1.589239775,0.037487145
115371.865,465.5499582,"CO,KS",1025001201,Headwaters Middle Beaver Creek,NM,S,78,1.29736606,0.048567963
105738.263,428.0290635,CO,1102000203,Hardscrabble Creek,NM,S,88,1.338584157,0.044023955
164791.001,665.7279369,CO,1102000304,Lower Fountain Creek,NM,S,100,1.639679796,0.06877848
234033.042,949.0996744,CO,1102000506,Timpas Creek,NM,S,128,2.27410749,0.09696999
227146.306,918.3872431,"CO,KS",1026000402,South Ladder Creek,NM,S,158,2.652313356,0.095087423
206825.957,836.9993978,CO,1102000604,Upper Cucharas River,NM,S,97,1.539588449,0.085277181
49676.469,200.1960115,CO,1102000606,Sandy Arroyo,NM,S,42,0.785762139,0.020444716
162554.222,656.9337233,CO,1102000608,Middle Huerfano River,NM,S,98,1.564038806,0.067229925
127159.71,513.6877108,CO,1102000804,Middle Horse Creek,NM,S,76,1.487704641,0.052933852
232471.027,941.1064077,"CO,NM",1108000101,Chicorica Creek,GC,S,113,1.648921722,0.095061931
159591.488,647.74932,CO,1102000903,Outlet Adobe Creek,NM,S,70,1.299571567,0.066708456
147094.937,596.5170363,CO,1102000913,Clay Creek,NM,S,78,1.304828506,0.06105794
116194.803,469.8851167,CO,1102000915,Buffalo Creek-Arkansas River,NM,S,78,1.249368993,0.048291649
74955.7,303.191997,CO,1102000916,Wolf Creek,NM,S,66,0.964358372,0.031070975
202447.093,818.0726741,CO,1102001001,Headwaters Purgatorie River,NM,S,89,1.250429806,0.082988398
104483.234,422.1022079,"CO,NM",1102001007,San Isidro Creek,NM,S,77,1.152829069,0.042763607
41975.5,169.4220836,"CO,NM",1102001009,Trementina Creek,NM,S,54,0.7448039,0.017177939
225978.839,914.3840731,CO,1102001015,Chacuaco Creek,NM,S,130,1.947643856,0.092852303
79001.043,318.9693575,CO,1102001102,Lake Creek-Big Sandy Creek,NM,S,70,0.866481857,0.033303613
152409.518,615.4397994,CO,1102001104,Sevenmile Creek-Big Sandy Creek,NM,S,90,1.310311482,0.064005705
108685.425,440.5177703,CO,1102001108,1102001108,NM,S,83,1.298985639,0.045572509
196627.667,794.7361475,CO,1102001109,Outlet Big Sandy Creek,NM,S,91,1.576685897,0.081919005
175048.38,706.3075414,"CO,NM,OK",1104000109,North Carrizo Creek,NM,S,102,1.546673931,0.071600365
54370.675,221.1571635,CO,1408010402,Cascade Creek,NM,S,54,0.7558478,0.022594011
108967.123,439.9562676,CO,1408010404,Hermosa Creek,NM,S,79,1.109754057,0.044860275
130048.953,526.9745835,CO,1408010701,Upper Mancos River,NM,S,71,1.068100174,0.053601134
212258.321,858.124019,"AZ,CO,NM,UT",1408020102,Marble Wash-San Juan River,"ID,CD",S,104,1.586542339,0.086939935
193609.003,783.0039838,CO,1405000105,Trout Creek-Yampa River,RS,S,116,1.600957058,0.08302408
111116.612,448.8156832,CO,1405000109,East Fork Williams Fork,NM,S,85,1.223068093,0.04747793
242682.945,980.9623125,CO,1405000206,Hells Canyon-Yampa River,NM,S,141,1.980124979,0.104158074
64985.845,263.0708056,CO,1405000311,Outlet Little Snake River,NM,S,57,0.820575248,0.02796829
130373.441,528.3830652,CO,1405000701,Wolf Creek,NM,S,105,1.502852609,0.055988998
173447.084,702.2840736,CO,1405000702,Headwaters Douglas Creek,Nm,S,81,1.263981627,0.073790825
205564.898,832.1580822,CO,1405000704,Red Wash-White River,TF,S,124,1.757654959,0.087968346
153675.014,621.0835756,"CO,UT",1405000709,Bitter Creek,NM,S,146,1.85017723,0.065200897
200259.419,810.0304032,CO,1019000103,Elevenmile Reservoir-South Platte River,NM,S,102,1.488336127,0.084194332
76865.249,311.2283059,"CO,KS",1026000102,Goose Creek,NM,S,66,1.137120428,0.032373679
124975.826,506.458005,CO,1104000108,Tecolate Creek-West Carrizo Creek,NM,S,70,1.102751875,0.051371631
187353.161,758.882543,"CO,KS",1026000401,Headwaters Ladder Creek,NM,S,159,2.445133817,0.078688325
123411.719,498.7024295,CO,1102000109,Big Cottonwood Creek-Arkansas River,NM,S,78,1.16517917,0.051432672
134349.002,546.2378717,CO,1102000501,Haynes Creek,NM,S,85,1.311894078,0.056413919
178193.6,720.0409994,CO,1102000504,Lake Meredith,NM,S,115,1.86690136,0.074159353
74991.712,303.131659,CO,1025000201,Brunker Creek,NM,S,100,1.353618381,0.032011319
166556.416,673.302076,CO,1102000609,Lower Huerfano River,NM,S,93,1.511846845,0.069067398
111722.677,449.991541,CO,1102000801,Steels Fork,NM,S,90,1.740084025,0.046662615
128219.378,518.2155312,CO,1102000901,Mustang Creek,NM,S,63,1.212995569,0.053517721
158205.454,639.7503947,CO,1102000902,Headwaters Adobe Creek,NM,S,84,1.526310437,0.066159921
168149.422,680.361885,CO,1019000208,Bear Creek,"RS,IS",S,113,1.619745767,0.071365975
247267.135,999.853621,CO,1019000309,Lost Creek,NM,S,124,1.811881635,0.105444276
92218.215,372.7485747,CO,1019000401,Upper Clear Creek,NM,S,67,0.946618722,0.039149405
93460.026,379.8046385,CO,1025000301,Buffalo Creek,NM,S,108,1.507368725,0.039676992
223381.058,904.3382603,CO,1025000305,Spring Creek,NM,S,164,1.95072669,0.094331937
125506.731,507.3609633,CO,1102000905,Headwaters Rule Creek,NM,S,76,1.095201308,0.051794707
198401.316,801.2232321,CO,1102000914,Neenoshe Reservoir-Arkansas River,NM,S,100,1.827912308,0.082377424
160367.438,648.2120479,CO,1102001011,Luning Arroyo-Purgatorie River,NM,S,121,1.890914111,0.065832374
45057.444,182.5991733,CO,1102001014,Plum Creek,NM,S,49,0.828057222,0.018573371
46577.825,188.2518953,CO,1019000503,Left Hand Creek,"RS,LE,TF",S,78,1.237404896,0.019883585
54557.951,221.278987,CO,1019000601,North Fork Big Thompson River,NM,S,61,0.830448769,0.023497571
66557.671,268.416904,CO,1019000701,South Fork Cache La Poudre River,NM,S,67,0.903557691,0.028552149
122793.144,496.8251851,"CO,WY",1019000704,Upper North Fork Cache La Poudre RIver,NM,S,87,1.215561513,0.053096479
110372.558,447.6037173,CO,1025000309,Bonny Creek,NM,S,101,1.500187641,0.046822761
122301.36,494.4198624,CO,1102001016,Lockwood Arroyo-Purgatorie River,NM,S,62,1.024870336,0.050410935
172636.834,697.8923546,"CO,KS",1103000101,East Bridge Creek-Arkansas River,ID,S,86,1.484149906,0.071625272
217033.627,880.1056627,"CO,KS",1103000201,Upper White Woman Creek,NM,S,109,1.978169293,0.090989394
230805.778,934.0478149,"CO,WY",1019000710,City of Greeley-Cache La Poudre River,NM,S,114,1.823218879,0.099273348
